vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url,Latitude,Longitude,D_D_E_F_G,Street number,Street,City,State,Country,Zip,Address components
(252)527-8067,2017,540315,2601 N Queen St,Kinston,NC,28501,P,0,0,,H,http://schools.lenoir.k12.nc.us/khs/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Lenoir County Public Schools,Kinston High,State Of North Carolina,,760,643,853,N,,35.2956029,-77.575268,2601 N Queen St Kinston NC 28501,2601,North Queen Street,Kinston,North Carolina,United States,28501,"2601, North Queen Street, Kinston, Kinston, Lenoir County, North Carolina, United States, 28501, 1756"
(252)233-6870,2017,540317,231 Hwy 58 South,Kinston,NC,28502,P,0,0,,H,https://sites.google.com/a/lenoir.k12.nc.us/earlycollege/,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Lenoir County Public Schools,Lenoir County Early College High,State Of North Carolina,,204,643,853,N,,35.2338387,-77.5710846,231 Hwy 58 South Kinston NC 28502,231,North Carolina Highway 58,Kinston,North Carolina,United States,28504,"231, North Carolina Highway 58, Kinston, Southwest, Lenoir County, North Carolina, United States, 28504, 6836"
(252)527-9184,2017,540324,2400 Institute Road,La Grange,NC,28551,P,0,0,,H,http://schools.lenoir.k12.nc.us/nlhs/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Lenoir County Public Schools,North Lenoir High,State Of North Carolina,,851,643,853,N,,35.3415753,-77.6795963,2400 Institute Road La Grange NC 28551,2400,Institute Road,La Grange,North Carolina,United States,28551,"2400, Institute Road, La Grange, Institute, Lenoir County, North Carolina, United States, 28551"
(252)568-6161,2017,540336,3355 Old Hwy 11 South,Deep Run,NC,28525,P,0,0,,H,http://schools.lenoir.k12.nc.us/slhs/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Lenoir County Public Schools,South Lenoir High,State Of North Carolina,,758,643,853,N,,35.146012,-77.704149,3355 Old Hwy 11 South Deep Run NC 28525,3355,Old Highway 11,Deep Run,North Carolina,United States,28525,"3355, Old Highway 11, Deep Run, Trent, Lenoir County, North Carolina, United States, 28525, 9305"
(704)736-1860,2017,550320,6471 Hwy 73,Denver,NC,28037,P,0,0,,H,http://www.lincoln.k12.nc.us/elhs_web_page/index.htm,12-Sep,Regular School, Traditional Calendar,R,https://www.lcsnc.org/domain/2119,Regular School,Traditional Calendar,,,,,,,Lincoln County Schools,East Lincoln High,State Of North Carolina,,896,875,853,N,,35.4551672,-81.0247213,6471 Hwy 73 Denver NC 28037,6471,North Carolina 73,Denver,North Carolina,United States,28037,"6471, North Carolina 73, Denver, Catawba Springs, Lincoln County, North Carolina, United States, 28037, 9179"
(704)735-3089,2017,550332,803 N Aspen St,Lincolnton,NC,28092,P,0,0,,H,http://www.lincoln.k12.nc.us/lhs/lhs.htm,12-Sep,Regular School, Traditional Calendar,R,https://www.lcsnc.org/domain/2119,Regular School,Traditional Calendar,,,,,,,Lincoln County Schools,Lincolnton High,State Of North Carolina,,828,875,853,N,,35.47962,-81.260353,803 N Aspen St Lincolnton NC 28092,803,North Aspen Street,Lincolnton,North Carolina,United States,28092,"803, North Aspen Street, Lincolnton, Lincolnton, Lincoln County, North Carolina, United States, 28092, 2111"
(704)736-1969,2017,550344,2737 Lee Lawing Road,Lincolnton,NC,28092,P,0,0,,H,http://www.lincoln.k12.nc.us/NLHS/index.htm,12-Sep,Regular School, Traditional Calendar,R,https://www.lcsnc.org/domain/2119,Regular School,Traditional Calendar,,,,,,,Lincoln County Schools,North Lincoln High,State Of North Carolina,,955,875,853,N,,35.5339484,-81.1199807,2737 Lee Lawing Road Lincolnton NC 28092,2737,Lee Lawing Road,Lincolnton,North Carolina,United States,28092,"2737, Lee Lawing Road, Lincolnton, Ironton, Lincoln County, North Carolina, United States, 28092, 7520"
(704)736-9453,2017,550368,172 Shoal Rd,Lincolnton,NC,28092,P,0,0,,H,http://www.lincoln.k12.nc.us/wlhs_webpage/index.htm,12-Sep,Regular School, Traditional Calendar,R,https://www.lcsnc.org/domain/2119,Regular School,Traditional Calendar,,,,,,,Lincoln County Schools,West Lincoln High,State Of North Carolina,,821,875,853,N,,35.485337,-81.389974,172 Shoal Rd Lincolnton NC 28092,172,Shoal Road,Lincolnton,North Carolina,United States,28092,"172, Shoal Road, Lincolnton, Howards Creek, Lincoln County, North Carolina, United States, 28092, 0772"
(828)524-6467,2017,560320,100 Panther Drive,Franklin,NC,28734,P,0,0,,H,http://www.macon.k12.nc.us/fhs/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,,,,Macon County Schools,Franklin High,State Of North Carolina,,907,535,853,Y,,35.1764261,-83.3821942,100 Panther Drive Franklin NC 28734,100,Panther Drive,Franklin,North Carolina,United States,28734,"100, Panther Drive, Franklin, Franklin, Macon County, North Carolina, United States, 28734, 2785"
(828)306-7006,2017,560329,77 Siler Farm Road,Franklin,NC,28734,P,0,0,,H,http://www.macon.k12.nc.us/MEC,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Macon County Schools,Macon Early College High School,State Of North Carolina,,163,535,853,N,,35.1582638,-83.3834774,77 Siler Farm Road Franklin NC 28734,77,Siler Farm Road,Franklin,North Carolina,United States,28734,"77, Siler Farm Road, Franklin, Franklin, Macon County, North Carolina, United States, 28734, 0060"
(828)649-1406,2017,570317,5734 US 25/70 Hwy,Marshall,NC,28753,P,0,0,,H,https://www.madisonk12.net/Domain/220,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Madison County Schools,Madison Early College High,State Of North Carolina,,214,392,853,N,,35.7974334,-82.6844499,5734 US 25/70 Hwy Marshall NC 28753,25,U.S. 70 Business,Marshall,North Carolina,United States,28753,"25, U.S. 70 Business, Marshall, 1, North Marshall, Madison County, North Carolina, United States, 28753"
(828)649-2876,2017,570318,5740 US Hwy 25-70,Marshall,NC,28753,P,0,0,,H,https://www.madisonk12.net/Domain/314,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Madison County Schools,Madison High,State Of North Carolina,,570,392,853,N,,35.8149074,-82.6729452,5740 US Hwy 25-70 Marshall NC 28753,5740,U.S. 25,Marshall,North Carolina,United States,28753,"5740, U.S. 25, Marshall, 1, North Marshall, Madison County, North Carolina, United States, 28753"
(252)795-4081,2017,580344,21077 NC Hwy 903,Robersonville,NC,27871,P,0,0,,H,www.martin.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,http://www.martin.k12.nc.us/school-board/superintendent-message,Regular School,Traditional Calendar,,,,Y,,,Martin County Schools,South Creek High,State Of North Carolina,,258,402,853,N,,35.856241,-77.243593,21077 NC Hwy 903 Robersonville NC 27871,21077,North Carolina 903,Robersonville,North Carolina,United States,27871,"21077, North Carolina 903, Robersonville, Robersonville, Martin County, North Carolina, United States, 27871, 9212"
(252)792-7881,2017,580368,1260 Godwin Ave,Williamston,NC,27892,P,0,0,,H,www.martin.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,http://www.martin.k12.nc.us/school-board/superintendent-message,Regular School,Traditional Calendar,,,,Y,,,Martin County Schools,Riverside High, Williamston,State Of North Carolina,546,402,853,N,,35.8387782,-77.0677747,1260 Godwin Ave Williamston NC 27892,1260,Godwin Avenue,Williamston,North Carolina,United States,27892,"1260, Godwin Avenue, Williamston, Williamston, Martin County, North Carolina, United States, 27892"
(828)659-0411,2017,590328,54 College Drive,Marion,NC,28752,P,0,0,,H,http://www.mec.mcdowell.k12.nc.us,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,McDowell County Schools,McDowell Early College,State Of North Carolina,,248,925,853,N,,35.6555866,-81.9620476,54 College Drive Marion NC 28752,54,College Drive,Marion,North Carolina,United States,28752,"54, College Drive, Marion, Higgins, McDowell County, North Carolina, United States, 28752"
(828)652-7920,2017,590330,600 McDowell High School Dr,Marion,NC,28752,P,0,0,,H,http://www.mhs.mcdowell.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,McDowell County Schools,McDowell High,State Of North Carolina,,1601,925,853,N,,35.6959277,-82.0348803,600 McDowell High School Dr Marion NC 28752,600,McDowell High School Road,Marion,North Carolina,United States,28752,"600, McDowell High School Road, Marion, Marion, McDowell County, North Carolina, United States, 28752"
(980)343-0860,2017,600302,10220 Ardrey Kell Rd,Charlotte,NC,28277,P,0,0,,H,http://schools.cms.k12.nc.us/ardreykellHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,,,,,Charlotte-Mecklenburg Schools,Ardrey Kell High,State Of North Carolina,,2966,1379,853,Y,,35.0299517,-80.8272254,10220 Ardrey Kell Rd Charlotte NC 28277,10220,Ardrey Kell Road,Charlotte,North Carolina,United States,28277,"10220, Ardrey Kell Road, Provincetowne, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28277, 4328"
(980)344-0514,2017,600312,12420 Bailey Rd,Cornelius,NC,28031,P,0,0,,H,http://schools.cms.k12.nc.us/williamamoshoughHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,Y,,Y,,,Charlotte-Mecklenburg Schools,William Amos Hough High,State Of North Carolina,,2548,1379,853,Y,,35.467813,-80.8286096,12420 Bailey Rd Cornelius NC 28031,12420,Bailey Road,Cornelius,North Carolina,United States,28031,"12420, Bailey Road, Cornelius, 9, Deweese, Mecklenburg County, North Carolina, United States, 28031, 9134"
(980)343-1452,2017,600334,8120 Grier Rd Suite 171-B,Charlotte,NC,28215,P,0,0,,H,http://schools.cms.k12.nc.us/catoHS,13-Nov,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,Y,,,,,Charlotte-Mecklenburg Schools,Cato Middle College High,State Of North Carolina,,239,1379,853,Y,,35.265033,-80.7310996,8120 Grier Rd Suite 171-B Charlotte NC 28215,8120,Grier Road,Charlotte,North Carolina,United States,28215,"171, 8120, Grier Road, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28215"
(980)343-6300,2017,600361,1810 Matthews-Mint Hill Rd,Matthews,NC,28105,P,0,0,,H,http://schools.cms.k12.nc.us/butlerHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,,,,,Charlotte-Mecklenburg Schools,Butler High,State Of North Carolina,,2098,1379,853,Y,,35.120552,-80.691217,1810 Matthews-Mint Hill Rd Matthews NC 28105,1810,Matthews-Mint Hill Road,Matthews,North Carolina,United States,28105,"1810, Matthews-Mint Hill Road, Matthews, 13, Morning Star, Mecklenburg County, North Carolina, United States, 28105, 4649"
(980)343-6011,2017,600386,1411 Hawthorne Ln,Charlotte,NC,28205,P,0,0,,H,http://schools.cms.k12.nc.us/hawthorneAE,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,Y,,,Y,,,Charlotte-Mecklenburg Schools,Hawthorne High,State Of North Carolina,P,174,1379,853,Y,,35.2286724,-80.8146806,1411 Hawthorne Ln Charlotte NC 28205,1411,Hawthorne Lane,Charlotte,North Carolina,United States,28205,"1411, Hawthorne Lane, Belmont, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28205, 2923"
(980)343-6450,2017,600397,1100 Eastway Dr,Charlotte,NC,28205,P,0,0,,H,http://schools.cms.k12.nc.us/garingerHS/Pages/Default.aspx,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,Y,,Y,Y,,,Charlotte-Mecklenburg Schools,Garinger High,State Of North Carolina,,1853,1379,853,Y,,35.2409597,-80.7819839,1100 Eastway Dr Charlotte NC 28205,1100,Eastway Drive,Charlotte,North Carolina,United States,28205,"1100, Eastway Drive, Plaza-Shamrock, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28205, 1433"
(980)343-0012,2017,600404,315 W Hebron St,Charlotte,NC,28273,P,0,0,,H,http://schools.cms.k12.nc.us/levineHS/Pages/Default.aspx,12-Nov,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,,,,,Charlotte-Mecklenburg Schools,Harper Middle College High,State Of North Carolina,,107,1379,853,Y,,35.1295689,-80.895581,315 W Hebron St Charlotte NC 28273,315,West Hebron Street,Charlotte,North Carolina,United States,28273,"315, West Hebron Street, Montclaire South, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28273"
(980)343-5988,2017,600415,11530 Beatties Ford Rd,Huntersville,NC,28078,P,0,0,,H,http://schools.cms.k12.nc.us/hopewellHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,Y,,,,,Charlotte-Mecklenburg Schools,Hopewell High,State Of North Carolina,,1624,1379,853,Y,,35.3792074,-80.9110403,11530 Beatties Ford Rd Huntersville NC 28078,11530,Beatties Ford Road,Huntersville,North Carolina,United States,28078,"11530, Beatties Ford Road, Huntersville, 11, Long Creek, Mecklenburg County, North Carolina, United States, 28078, 8460"
(980)343-6900,2017,600426,1967 Patriot Dr,Charlotte,NC,28227,P,0,0,,H,http://schools.cms.k12.nc.us/independenceHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,,,,,Charlotte-Mecklenburg Schools,Independence High,State Of North Carolina,,2397,1379,853,Y,,35.1972437,-80.6874383,1967 Patriot Dr Charlotte NC 28227,1967,Patriot Drive,Charlotte,North Carolina,United States,28227,"1967, Patriot Drive, Charlotte, 6, Clear Creek, Mecklenburg County, North Carolina, United States, 28227, 4123"
(980)343-9437,2017,600443,2728 Campus Ridge Rd,Matthews,NC,28105,P,0,0,,H,http://schools.cms.k12.nc.us/levineHS/Pages/Default.aspx,13-Nov,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,,,,,Charlotte-Mecklenburg Schools,Levine Middle College High,State Of North Carolina,,240,1379,853,Y,,35.1052746,-80.6921386,2728 Campus Ridge Rd Matthews NC 28105,2728,Campus Ridge Road,Matthews,North Carolina,United States,28105,"2728, Campus Ridge Road, Matthews, 13, Morning Star, Mecklenburg County, North Carolina, United States, 28105, 4859"
(980)343-1341,2017,600445,3825 Johnston Oehler Rd,Charlotte,NC,28269,P,0,0,,H,http://schools.cms.k12.nc.us/mallardcreekHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,Y,,,,Charlotte-Mecklenburg Schools,Mallard Creek High,State Of North Carolina,,2484,1379,853,Y,,35.3641729,-80.7689231,3825 Johnston Oehler Rd Charlotte NC 28269,3825,Johnston Oehler Road,Charlotte,North Carolina,United States,28269,"3825, Johnston Oehler Road, Prosperity Church Road, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28269"
(980)344-0409,2017,600457,10505 Clear Creek Commerce Dr,Mint Hill,NC,28227,P,0,0,,H,http://schools.cms.k12.nc.us/rockyriverHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,Y,,,,Charlotte-Mecklenburg Schools,Rocky River High,State Of North Carolina,,1561,1379,853,Y,,35.214061,-80.6406798,10505 Clear Creek Commerce Dr Mint Hill NC 28227,10505,Clear Creek Commerce Drive,Charlotte,North Carolina,United States,28227,"10505, Clear Creek Commerce Drive, Charlotte, 6, Clear Creek, Mecklenburg County, North Carolina, United States, 28227, 7078"
(980)343-5800,2017,600466,2400 Colony Rd,Charlotte,NC,28209,P,0,0,,H,http://schools.cms.k12.nc.us/myersparkHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,Y,Y,,,,Charlotte-Mecklenburg Schools,Myers Park High,State Of North Carolina,,2930,1379,853,Y,,35.170888,-80.833393,2400 Colony Rd Charlotte NC 28209,2400,Colony Road,Charlotte,North Carolina,United States,28209,"2400, Colony Road, Barclay Downs, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28209"
(980)343-1118,2017,600498,2300 W Sugar Creek Road,Charlotte,NC,28262,P,0,0,,H,http://schools.cms.k12.nc.us/plcHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,,Y,,,Charlotte-Mecklenburg Schools,Performance Learning Center, Charlotte,State Of North Carolina,214,1379,853,Y,,35.2950261,-80.7966819,2300 W Sugar Creek Road Charlotte NC 28262,2300,West Sugar Creek Road,Charlotte,North Carolina,United States,28262,"2300, West Sugar Creek Road, Mineral Springs, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28262, 3144"
(980)343-3666,2017,600499,800 Everett Place,Charlotte,NC,28205,P,0,0,,H,http://schools.cms.k12.nc.us/elearningacademyHS/Pages/Default.aspx,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,,,,,Charlotte-Mecklenburg Schools,eLearning Academy,State Of North Carolina,,160,1379,853,Y,,35.2366984,-80.8127771,800 Everett Place Charlotte NC 28205,800,Everett Place,Charlotte,North Carolina,United States,28205,"Villa Heights Academic Center, 800, Everett Place, Villa Heights, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28205, 1930"
(980)343-5390,2017,600508,1800 Pineville-Matthews Rd,Charlotte,NC,28270,P,0,0,,H,http://schools.cms.k12.nc.us/providenceHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,,,,,Charlotte-Mecklenburg Schools,Providence High,State Of North Carolina,,2033,1379,853,Y,,35.1097241,-80.7632285,1800 Pineville-Matthews Rd Charlotte NC 28270,1800,Pineville-Matthews Road,Charlotte,North Carolina,United States,28270,"1800, Pineville-Matthews Road, Oxford Hunt, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28270, 0330"
(980)343-9898,2017,600567,9000 Robert Snyder Rd,Charlotte,NC,28262,P,0,0,,H,http://schools.cms.k12.nc.us/unccepicHS/Pages/Default.aspx,11-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,,,,,Charlotte-Mecklenburg Schools,Charlotte Engineering Early College-UNCC,State Of North Carolina,,270,1379,853,Y,,35.3089121,-80.7440543,9000 Robert Snyder Rd Charlotte NC 28262,9000,Robert D. Snyder Road,Charlotte,North Carolina,United States,28262,"9000, Robert D. Snyder Road, University City South, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28262"
(980)343-6080,2017,600579,7400 Tuckaseegee Rd,Charlotte,NC,28214,P,0,0,,H,http://schools.cms.k12.nc.us/westmecklenburgHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,Y,Y,Y,,,,Charlotte-Mecklenburg Schools,West Mecklenburg High,State Of North Carolina,P,1719,1379,853,Y,,35.2473959,-80.9520921,7400 Tuckaseegee Rd Charlotte NC 28214,7400,Tuckaseegee Road,Charlotte,North Carolina,United States,28214,"7400, Tuckaseegee Road, Pawtuckett, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28214, 2621"
(980)343-5284,2017,600592,7600 IBM Dr,Charlotte,NC,28262,P,0,0,,H,http://schools.cms.k12.nc.us/vanceHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,Y,,,,,,Charlotte-Mecklenburg Schools,Vance High,State Of North Carolina,,1657,1379,853,Y,,35.3001651,-80.7689268,7600 IBM Dr Charlotte NC 28262,7600,IBM Drive,Charlotte,North Carolina,United States,28262,"7600, IBM Drive, Mineral Springs, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28262, 4314"
(980)343-1107,2017,600693,4301 Sandy Porter Rd Suite D,Charlotte,NC,28273,P,0,0,,H,http://schools.cms.k12.nc.us/renaissanceOHS/Pages/Default.aspx,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,Y,Y,,,,Charlotte-Mecklenburg Schools,Olympic High - Renaissance School,State Of North Carolina,,587,1379,853,Y,,35.157963,-80.952376,4301 Sandy Porter Rd Suite D Charlotte NC 28273,4301,Sandy Porter Road,Charlotte,North Carolina,United States,28273,"d, 4301, Sandy Porter Road, Olde Whitehall, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28273, 3214"
(980)343-1101,2017,600694,4301 Sandy Porter Rd Suite B,Charlotte,NC,28273,P,0,0,,H,http://schools.cms.k12.nc.us/metsOHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,,,,,Charlotte-Mecklenburg Schools,Olympic High-Math Eng Tech Science,State Of North Carolina,,625,1379,853,Y,,35.157963,-80.952376,4301 Sandy Porter Rd Suite B Charlotte NC 28273,4301,Sandy Porter Road,Charlotte,North Carolina,United States,28273,"b, 4301, Sandy Porter Road, Olde Whitehall, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28273, 3214"
(980)343-1113,2017,600695,4301 Sandy Porter Rd Suite A,Charlotte,NC,28273,P,0,0,,H,http://schools.cms.k12.nc.us/teamOHS/Pages/Default.aspx,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,Y,Y,,,,Charlotte-Mecklenburg Schools,Olympic TEAM High School,State Of North Carolina,,345,1379,853,Y,,35.157963,-80.952376,4301 Sandy Porter Rd Suite A Charlotte NC 28273,4301,Sandy Porter Road,Charlotte,North Carolina,United States,28273,"a, 4301, Sandy Porter Road, Olde Whitehall, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28273, 3214"
(980)343-1104,2017,600696,4301 Sandy Porter Rd Suite C,Charlotte,NC,28273,P,0,0,,H,http://schools.cms.k12.nc.us/eledOHS/Pages/Default.aspx,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,Y,,,,Charlotte-Mecklenburg Schools,Olympic High-Leadership and Development,State Of North Carolina,,387,1379,853,Y,,35.157963,-80.952376,4301 Sandy Porter Rd Suite C Charlotte NC 28273,4301,Sandy Porter Road,Charlotte,North Carolina,United States,28273,"c, 4301, Sandy Porter Road, Olde Whitehall, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28273, 3214"
(980)343-1110,2017,600697,4301 Sandy Porter Rd Suite E,Charlotte,NC,28273,P,0,0,,H,http://schools.cms.k12.nc.us/bhpaOHS,12-Sep,Regular School, Traditional Calendar,R,http://www.cms.k12.nc.us/mediaroom/documents/state%20web%20site%20letter%20dec%20202014.pdf,Regular School,Traditional Calendar,,,Y,,,,Charlotte-Mecklenburg Schools,Olympic High - Biotech Health Pub Admin,State Of North Carolina,,569,1379,853,Y,,35.157963,-80.952376,4301 Sandy Porter Rd Suite E Charlotte NC 28273,4301,Sandy Porter Road,Charlotte,North Carolina,United States,28273,"e, 4301, Sandy Porter Road, Olde Whitehall, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28273, 3214"
(828)766-2590,2017,610332,264 Mayland Dr,Spruce Pine,NC,28777,P,0,0,,H,https://sites.google.com/a/mcsnc.org/mechs/,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Mitchell County Schools,Mayland Early College,State Of North Carolina,,113,312,853,N,,35.9340282,-82.0166666,264 Mayland Dr Spruce Pine NC 28777,200,Mayland Lane,Spruce Pine,North Carolina,United States,28777,"200, Mayland Lane, Spruce Pine, Ingalls, Avery County, North Carolina, United States, 28777, 8434"
(828)766-3400,2017,610334,416 Ledger School Rd,Bakersville,NC,28705,P,0,0,,H,https://sites.google.com/a/mhslive.net/mhs---mitchell-high-school/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Mitchell County Schools,Mitchell High,State Of North Carolina,,511,312,853,N,,35.970355,-82.117424,416 Ledger School Rd Bakersville NC 28705,416,Ledger School Road,Bakersville,North Carolina,United States,28705,"416, Ledger School Road, Bakersville, Snow Creek, Mitchell County, North Carolina, United States, 28705, 7264"
(704)755-5112,2017,61L000,2701-F Freedom Dr,Charlotte,NC,28208,C,0,0,Ismael Villafane,H,http://stewartcreekhs.com/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,,Y,,Charter and Non-District Affiliated Schools,Stewart Creek High,State Of North Carolina,,115,,853,N,,35.2364565,-80.8854548,2701-F Freedom Dr Charlotte NC 28208,2701,Freedom Drive,Charlotte,North Carolina,United States,28208,"2701, Freedom Drive, Ashley Park, Charlotte, 1, Charlotte, Mecklenburg County, North Carolina, United States, 28208, 3853"
(910)428-9641,2017,620316,157 Eagle Lane,Biscoe,NC,27209,P,0,0,,H,http://montgomery.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,https://www.montgomery.k12.nc.us/Page/7884,Regular School,Traditional Calendar,,,,,,,Montgomery County Schools,East Montgomery High,State Of North Carolina,,610,573,853,N,,35.3393946,-79.7781321,157 Eagle Lane Biscoe NC 27209,157,Eagle Lane,Biscoe,North Carolina,United States,27209,"157, Eagle Lane, Biscoe, Biscoe, Montgomery County, North Carolina, United States, 27209, 9668"
